"PEATLAND","DATE","WTE","FLAG"
"BOGLK",1990-07-19,415.87,"M"
"BOGLK",1990-07-20,415.86,"M"
"BOGLK",1990-07-21,415.86,"M"
"BOGLK",1990-07-22,415.85,"M"
"BOGLK",1990-07-23,415.84,"M"
"BOGLK",1990-07-24,415.84,"M"
"BOGLK",1990-07-25,415.83,"M"
"BOGLK",1990-07-26,415.87,"M"
"BOGLK",1990-07-27,415.86,"M"
"BOGLK",1990-07-28,415.86,"M"
"BOGLK",1990-07-29,415.86,"M"
"BOGLK",1990-07-30,415.84,"M"
"BOGLK",1990-07-31,415.84,"M"
"BOGLK",1990-08-01,415.83,"M"
"BOGLK",1990-08-02,415.82,"M"
"BOGLK",1990-08-03,415.82,"M"
"BOGLK",1990-08-04,415.81,"M"
"BOGLK",1990-08-05,415.81,"M"
"BOGLK",1990-08-06,415.8,"M"
"BOGLK",1990-08-07,415.79,"M"
"BOGLK",1990-08-08,415.78,"M"
"BOGLK",1990-08-09,415.77,"M"
"BOGLK",1990-08-10,415.77,"M"
"BOGLK",1990-08-11,415.76,"M"
"BOGLK",1990-08-12,415.76,"M"
"BOGLK",1990-08-13,415.75,"M"
"BOGLK",1990-08-14,415.75,"M"
"BOGLK",1990-08-15,415.74,"M"
"BOGLK",1990-08-16,415.74,"M"
"BOGLK",1990-08-17,415.74,"M"
"BOGLK",1990-08-18,415.74,"M"
"BOGLK",1990-08-19,415.73,"M"
"BOGLK",1990-08-20,415.72,"M"
"BOGLK",1990-08-21,415.71,"M"
"BOGLK",1990-08-22,415.7,"M"
"BOGLK",1990-08-23,415.71,"M"
"BOGLK",1990-08-24,415.71,"M"
"BOGLK",1990-08-25,415.71,"M"
"BOGLK",1990-08-26,415.74,"M"
"BOGLK",1990-08-27,415.72,"M"
"BOGLK",1990-08-28,415.71,"M"
"BOGLK",1990-08-29,415.7,"M"
"BOGLK",1990-08-30,415.69,"M"
"BOGLK",1990-08-31,415.69,"M"
"BOGLK",1990-09-01,415.68,"M"
"BOGLK",1990-09-02,415.67,"M"
"BOGLK",1990-09-03,415.67,"M"
"BOGLK",1990-09-04,415.67,"M"
"BOGLK",1990-09-05,415.68,"M"
"BOGLK",1990-09-06,415.68,"M"
"BOGLK",1990-09-07,415.68,"M"
"BOGLK",1990-09-08,415.67,"M"
"BOGLK",1990-09-09,415.66,"M"
"BOGLK",1990-09-10,415.65,"M"
"BOGLK",1990-09-11,415.66,"M"
"BOGLK",1990-09-12,415.66,"M"
"BOGLK",1990-09-13,415.7,"M"
"BOGLK",1990-09-14,415.7,"M"
"BOGLK",1990-09-15,415.69,"M"
"BOGLK",1990-09-16,415.68,"M"
"BOGLK",1990-09-17,415.68,"M"
"BOGLK",1990-09-18,415.69,"M"
"BOGLK",1990-09-19,415.69,"M"
"BOGLK",1990-09-20,415.68,"M"
"BOGLK",1990-09-21,415.69,"M"
"BOGLK",1990-09-22,415.69,"M"
"BOGLK",1990-09-23,415.68,"M"
"BOGLK",1990-09-24,415.68,"M"
"BOGLK",1990-09-25,415.67,"M"
"BOGLK",1990-09-26,415.66,"M"
"BOGLK",1990-09-27,415.65,"M"
"BOGLK",1990-09-28,415.64,"M"
"BOGLK",1990-09-29,415.64,"M"
"BOGLK",1990-09-30,415.66,"M"
"BOGLK",1990-10-01,415.66,"M"
"BOGLK",1990-10-02,415.7,"M"
"BOGLK",1990-10-03,415.76,"M"
"BOGLK",1990-10-04,415.75,"M"
"BOGLK",1990-10-05,415.74,"M"
"BOGLK",1990-10-06,415.73,"M"
"BOGLK",1990-10-07,415.73,"M"
"BOGLK",1990-10-08,415.72,"M"
"BOGLK",1990-10-09,415.71,"M"
"BOGLK",1990-10-10,415.71,"M"
"BOGLK",1990-10-11,415.71,"M"
"BOGLK",1990-10-12,415.71,"M"
"BOGLK",1990-10-13,415.71,"M"
"BOGLK",1990-10-14,415.73,"M"
"BOGLK",1990-10-15,415.73,"M"
"BOGLK",1990-10-16,415.74,"M"
"BOGLK",1990-10-17,415.78,"M"
"BOGLK",1990-10-18,415.78,"M"
"BOGLK",1990-10-19,415.78,"M"
"BOGLK",1990-10-20,415.8,"M"
"BOGLK",1990-10-21,415.81,"M"
"BOGLK",1990-10-22,415.81,"M"
"BOGLK",1990-10-23,415.81,"M"
"BOGLK",1990-10-24,415.81,"M"
"BOGLK",1990-10-25,415.81,"M"
"BOGLK",1990-10-26,415.81,"M"
"BOGLK",1990-10-27,415.81,"M"
"BOGLK",1990-10-28,415.8,"M"
"BOGLK",1990-10-29,415.8,"M"
"BOGLK",1990-10-30,415.8,"M"
"BOGLK",1990-10-31,415.79,"M"
"BOGLK",1990-11-01,415.79,"M"
"BOGLK",1990-11-02,415.79,"M"
"BOGLK",1990-11-03,415.78,"M"
"BOGLK",1990-11-04,415.78,"M"
"BOGLK",1990-11-05,415.78,"M"
"BOGLK",1990-11-06,415.77,"M"
"BOGLK",1990-11-07,415.77,"M"
"BOGLK",1990-11-08,415.77,"M"
"BOGLK",1990-11-09,415.77,"M"
"BOGLK",1990-11-10,415.76,"M"
"BOGLK",1990-11-11,415.76,"M"
"BOGLK",1990-11-12,415.76,"M"
"BOGLK",1990-11-13,415.76,"M"
"BOGLK",1990-11-14,415.76,"M"
"BOGLK",1990-11-15,415.76,"M"
"BOGLK",1990-11-16,415.75,"M"
"BOGLK",1990-11-17,415.75,"M"
"BOGLK",1990-11-18,415.75,"M"
"BOGLK",1990-11-19,415.75,"M"
"BOGLK",1990-11-20,415.75,"M"
"BOGLK",1990-11-21,415.76,"M"
"BOGLK",1990-11-22,415.76,"M"
"BOGLK",1990-11-23,415.75,"M"
"BOGLK",1990-11-24,415.75,"M"
"BOGLK",1990-11-25,415.75,"M"
"BOGLK",1990-11-26,415.75,"M"
"BOGLK",1990-11-27,415.74,"M"
"BOGLK",1990-11-28,415.74,"E"
"BOGLK",1990-11-29,415.74,"E"
"BOGLK",1990-11-30,415.74,"E"
"BOGLK",1990-12-01,415.73,"E"
"BOGLK",1990-12-02,415.73,"E"
"BOGLK",1990-12-03,415.73,"E"
"BOGLK",1990-12-04,415.72,"E"
"BOGLK",1990-12-05,415.72,"E"
"BOGLK",1990-12-06,415.72,"E"
"BOGLK",1990-12-07,415.71,"E"
"BOGLK",1990-12-08,415.71,"E"
"BOGLK",1990-12-09,415.71,"E"
"BOGLK",1990-12-10,415.7,"E"
"BOGLK",1990-12-11,415.7,"E"
"BOGLK",1990-12-12,415.7,"E"
"BOGLK",1990-12-13,415.7,"E"
"BOGLK",1990-12-14,415.7,"E"
"BOGLK",1990-12-15,415.7,"E"
"BOGLK",1990-12-16,415.7,"E"
"BOGLK",1990-12-17,415.69,"E"
"BOGLK",1990-12-18,415.69,"E"
"BOGLK",1990-12-19,415.7,"E"
"BOGLK",1990-12-20,415.7,"E"
"BOGLK",1990-12-21,415.71,"E"
"BOGLK",1990-12-22,415.71,"E"
"BOGLK",1990-12-23,415.7,"E"
"BOGLK",1990-12-24,415.7,"E"
"BOGLK",1990-12-25,415.7,"E"
"BOGLK",1990-12-26,415.7,"E"
"BOGLK",1990-12-27,415.7,"E"
"BOGLK",1990-12-28,415.7,"E"
"BOGLK",1990-12-29,415.7,"E"
"BOGLK",1990-12-30,415.7,"E"
"BOGLK",1990-12-31,415.7,"E"
"BOGLK",1991-01-01,415.7,"E"
"BOGLK",1991-01-02,415.7,"E"
"BOGLK",1991-01-03,415.69,"E"
"BOGLK",1991-01-04,415.69,"E"
"BOGLK",1991-01-05,415.69,"E"
"BOGLK",1991-01-06,415.69,"E"
"BOGLK",1991-01-07,415.69,"E"
"BOGLK",1991-01-08,415.69,"E"
"BOGLK",1991-01-09,415.69,"E"
"BOGLK",1991-01-10,415.69,"E"
"BOGLK",1991-01-11,415.69,"E"
"BOGLK",1991-01-12,415.69,"E"
"BOGLK",1991-01-13,415.69,"E"
"BOGLK",1991-01-14,415.69,"E"
"BOGLK",1991-01-15,415.69,"E"
"BOGLK",1991-01-16,415.69,"E"
"BOGLK",1991-01-17,415.69,"E"
"BOGLK",1991-01-18,415.69,"E"
"BOGLK",1991-01-19,415.69,"E"
"BOGLK",1991-01-20,415.69,"E"
"BOGLK",1991-01-21,415.68,"E"
"BOGLK",1991-01-22,415.68,"E"
"BOGLK",1991-01-23,415.68,"E"
"BOGLK",1991-01-24,415.68,"E"
"BOGLK",1991-01-25,415.68,"E"
"BOGLK",1991-01-26,415.68,"E"
"BOGLK",1991-01-27,415.68,"E"
"BOGLK",1991-01-28,415.68,"E"
"BOGLK",1991-01-29,415.68,"E"
"BOGLK",1991-01-30,415.68,"E"
"BOGLK",1991-01-31,415.68,"E"
"BOGLK",1991-02-01,415.68,"E"
"BOGLK",1991-02-02,415.68,"E"
"BOGLK",1991-02-03,415.67,"E"
"BOGLK",1991-02-04,415.67,"E"
"BOGLK",1991-02-05,415.67,"E"
"BOGLK",1991-02-06,415.67,"E"
"BOGLK",1991-02-07,415.67,"E"
"BOGLK",1991-02-08,415.67,"E"
"BOGLK",1991-02-09,415.67,"E"
"BOGLK",1991-02-10,415.67,"E"
"BOGLK",1991-02-11,415.66,"E"
"BOGLK",1991-02-12,415.66,"E"
"BOGLK",1991-02-13,415.66,"E"
"BOGLK",1991-02-14,415.66,"E"
"BOGLK",1991-02-15,415.66,"E"
"BOGLK",1991-02-16,415.66,"E"
"BOGLK",1991-02-17,415.66,"E"
"BOGLK",1991-02-18,415.66,"E"
"BOGLK",1991-02-19,415.66,"E"
"BOGLK",1991-02-20,415.66,"E"
"BOGLK",1991-02-21,415.65,"E"
"BOGLK",1991-02-22,415.65,"E"
"BOGLK",1991-02-23,415.65,"E"
"BOGLK",1991-02-24,415.65,"E"
"BOGLK",1991-02-25,415.65,"E"
"BOGLK",1991-02-26,415.65,"E"
"BOGLK",1991-02-27,415.64,"E"
"BOGLK",1991-02-28,415.64,"E"
"BOGLK",1991-03-01,415.64,"E"
"BOGLK",1991-03-02,415.64,"E"
"BOGLK",1991-03-03,415.64,"E"
"BOGLK",1991-03-04,415.65,"E"
"BOGLK",1991-03-05,415.66,"E"
"BOGLK",1991-03-06,415.66,"E"
"BOGLK",1991-03-07,415.66,"E"
"BOGLK",1991-03-08,415.66,"E"
"BOGLK",1991-03-09,415.66,"E"
"BOGLK",1991-03-10,415.66,"E"
"BOGLK",1991-03-11,415.66,"E"
"BOGLK",1991-03-12,415.65,"E"
"BOGLK",1991-03-13,415.65,"E"
"BOGLK",1991-03-14,415.65,"E"
"BOGLK",1991-03-15,415.65,"E"
"BOGLK",1991-03-16,415.65,"E"
"BOGLK",1991-03-17,415.65,"E"
"BOGLK",1991-03-18,415.66,"E"
"BOGLK",1991-03-19,415.66,"E"
"BOGLK",1991-03-20,415.67,"E"
"BOGLK",1991-03-21,415.67,"E"
"BOGLK",1991-03-22,415.7,"E"
"BOGLK",1991-03-23,415.77,"E"
"BOGLK",1991-03-24,415.78,"E"
"BOGLK",1991-03-25,415.8,"E"
"BOGLK",1991-03-26,415.81,"E"
"BOGLK",1991-03-27,415.81,"E"
"BOGLK",1991-03-28,415.78,"E"
"BOGLK",1991-03-29,415.77,"E"
"BOGLK",1991-03-30,415.75,"E"
"BOGLK",1991-03-31,415.73,"E"
"BOGLK",1991-04-01,415.75,"E"
"BOGLK",1991-04-02,415.81,"M"
"BOGLK",1991-04-03,415.84,"M"
"BOGLK",1991-04-04,415.84,"M"
"BOGLK",1991-04-05,415.83,"M"
"BOGLK",1991-04-06,415.82,"M"
"BOGLK",1991-04-07,415.82,"M"
"BOGLK",1991-04-08,415.81,"M"
"BOGLK",1991-04-09,415.81,"M"
"BOGLK",1991-04-10,415.81,"M"
"BOGLK",1991-04-11,415.81,"M"
"BOGLK",1991-04-12,415.81,"M"
"BOGLK",1991-04-13,415.83,"M"
"BOGLK",1991-04-14,415.85,"M"
"BOGLK",1991-04-15,415.86,"M"
"BOGLK",1991-04-16,415.87,"M"
"BOGLK",1991-04-17,415.86,"M"
"BOGLK",1991-04-18,415.85,"M"
"BOGLK",1991-04-19,415.85,"M"
"BOGLK",1991-04-20,415.84,"M"
"BOGLK",1991-04-21,415.84,"M"
"BOGLK",1991-04-22,415.85,"M"
"BOGLK",1991-04-23,415.85,"M"
"BOGLK",1991-04-24,415.84,"M"
"BOGLK",1991-04-25,415.84,"M"
"BOGLK",1991-04-26,415.84,"M"
"BOGLK",1991-04-27,415.86,"M"
"BOGLK",1991-04-28,415.84,"M"
"BOGLK",1991-04-29,415.87,"M"
"BOGLK",1991-04-30,415.87,"M"
"BOGLK",1991-05-01,415.87,"M"
"BOGLK",1991-05-02,415.87,"M"
"BOGLK",1991-05-03,415.88,"M"
"BOGLK",1991-05-04,415.89,"M"
"BOGLK",1991-05-05,415.92,"M"
"BOGLK",1991-05-06,415.93,"M"
"BOGLK",1991-05-07,415.93,"M"
"BOGLK",1991-05-08,415.93,"M"
"BOGLK",1991-05-09,415.92,"M"
"BOGLK",1991-05-10,415.91,"M"
"BOGLK",1991-05-11,415.91,"M"
"BOGLK",1991-05-12,415.9,"M"
"BOGLK",1991-05-13,415.9,"M"
"BOGLK",1991-05-14,415.88,"M"
"BOGLK",1991-05-15,415.88,"M"
"BOGLK",1991-05-16,415.88,"M"
"BOGLK",1991-05-17,415.87,"M"
"BOGLK",1991-05-18,415.86,"M"
"BOGLK",1991-05-19,415.85,"M"
"BOGLK",1991-05-20,415.84,"M"
"BOGLK",1991-05-21,415.84,"M"
"BOGLK",1991-05-22,415.83,"M"
"BOGLK",1991-05-23,415.87,"M"
"BOGLK",1991-05-24,415.87,"M"
"BOGLK",1991-05-25,415.86,"M"
"BOGLK",1991-05-26,415.85,"M"
"BOGLK",1991-05-27,415.86,"M"
"BOGLK",1991-05-28,415.86,"M"
"BOGLK",1991-05-29,415.86,"M"
"BOGLK",1991-05-30,415.86,"M"
"BOGLK",1991-05-31,415.85,"M"
"BOGLK",1991-06-01,415.84,"M"
"BOGLK",1991-06-02,415.84,"M"
"BOGLK",1991-06-03,415.83,"M"
"BOGLK",1991-06-04,415.82,"M"
"BOGLK",1991-06-05,415.82,"M"
"BOGLK",1991-06-06,415.81,"M"
"BOGLK",1991-06-07,415.8,"M"
"BOGLK",1991-06-08,415.79,"M"
"BOGLK",1991-06-09,415.81,"M"
"BOGLK",1991-06-10,415.81,"M"
"BOGLK",1991-06-11,415.8,"M"
"BOGLK",1991-06-12,415.79,"M"
"BOGLK",1991-06-13,415.82,"M"
"BOGLK",1991-06-14,415.84,"M"
"BOGLK",1991-06-15,415.82,"M"
"BOGLK",1991-06-16,415.82,"M"
"BOGLK",1991-06-17,415.81,"M"
"BOGLK",1991-06-18,415.8,"M"
"BOGLK",1991-06-19,415.78,"M"
"BOGLK",1991-06-20,415.82,"M"
"BOGLK",1991-06-21,415.82,"M"
"BOGLK",1991-06-22,415.81,"M"
"BOGLK",1991-06-23,415.8,"M"
"BOGLK",1991-06-24,415.79,"M"
"BOGLK",1991-06-25,415.78,"M"
"BOGLK",1991-06-26,415.77,"M"
"BOGLK",1991-06-27,415.77,"M"
"BOGLK",1991-06-28,415.82,"M"
"BOGLK",1991-06-29,415.82,"M"
"BOGLK",1991-06-30,415.84,"M"
"BOGLK",1991-07-01,415.84,"M"
"BOGLK",1991-07-02,415.86,"M"
"BOGLK",1991-07-03,415.86,"M"
"BOGLK",1991-07-04,415.87,"M"
"BOGLK",1991-07-05,415.87,"M"
"BOGLK",1991-07-06,415.86,"M"
"BOGLK",1991-07-07,415.87,"M"
"BOGLK",1991-07-08,415.87,"M"
"BOGLK",1991-07-09,415.86,"M"
"BOGLK",1991-07-10,415.85,"M"
"BOGLK",1991-07-11,415.84,"M"
"BOGLK",1991-07-12,415.87,"M"
"BOGLK",1991-07-13,415.86,"M"
"BOGLK",1991-07-14,415.85,"M"
"BOGLK",1991-07-15,415.84,"M"
"BOGLK",1991-07-16,415.83,"M"
"BOGLK",1991-07-17,415.82,"M"
"BOGLK",1991-07-18,415.82,"M"
"BOGLK",1991-07-19,415.82,"M"
"BOGLK",1991-07-20,415.82,"M"
"BOGLK",1991-07-21,415.81,"M"
"BOGLK",1991-07-22,415.8,"M"
"BOGLK",1991-07-23,415.79,"M"
"BOGLK",1991-07-24,415.8,"M"
"BOGLK",1991-07-25,415.79,"M"
"BOGLK",1991-07-26,415.78,"M"
"BOGLK",1991-07-27,415.77,"M"
"BOGLK",1991-07-28,415.76,"M"
"BOGLK",1991-07-29,415.76,"M"
"BOGLK",1991-07-30,415.75,"M"
"BOGLK",1991-07-31,415.75,"M"
"BOGLK",1991-08-01,415.74,"M"
"BOGLK",1991-08-02,415.74,"M"
"BOGLK",1991-08-03,415.75,"M"
"BOGLK",1991-08-04,415.75,"M"
"BOGLK",1991-08-05,415.73,"M"
"BOGLK",1991-08-06,415.72,"M"
"BOGLK",1991-08-07,415.71,"M"
"BOGLK",1991-08-08,415.71,"M"
"BOGLK",1991-08-09,415.7,"M"
"BOGLK",1991-08-10,415.69,"M"
"BOGLK",1991-08-11,415.68,"M"
"BOGLK",1991-08-12,415.68,"M"
"BOGLK",1991-08-13,415.67,"M"
"BOGLK",1991-08-14,415.66,"M"
"BOGLK",1991-08-15,415.65,"M"
"BOGLK",1991-08-16,415.67,"M"
"BOGLK",1991-08-17,415.67,"M"
"BOGLK",1991-08-18,415.66,"M"
"BOGLK",1991-08-19,415.65,"M"
"BOGLK",1991-08-20,415.64,"M"
"BOGLK",1991-08-21,415.63,"M"
"BOGLK",1991-08-22,415.64,"M"
"BOGLK",1991-08-23,415.67,"M"
"BOGLK",1991-08-24,415.7,"M"
"BOGLK",1991-08-25,415.73,"M"
"BOGLK",1991-08-26,415.71,"M"
"BOGLK",1991-08-27,415.7,"M"
"BOGLK",1991-08-28,415.69,"M"
"BOGLK",1991-08-29,415.67,"M"
"BOGLK",1991-08-30,415.66,"M"
"BOGLK",1991-08-31,415.65,"M"
"BOGLK",1991-09-01,415.64,"M"
"BOGLK",1991-09-02,415.7,"M"
"BOGLK",1991-09-03,415.7,"M"
"BOGLK",1991-09-04,415.68,"M"
"BOGLK",1991-09-05,415.67,"M"
"BOGLK",1991-09-06,415.66,"M"
"BOGLK",1991-09-07,415.66,"M"
"BOGLK",1991-09-08,415.7,"M"
"BOGLK",1991-09-09,415.73,"M"
"BOGLK",1991-09-10,415.72,"M"
"BOGLK",1991-09-11,415.71,"M"
"BOGLK",1991-09-12,415.7,"M"
"BOGLK",1991-09-13,415.7,"M"
"BOGLK",1991-09-14,415.72,"M"
"BOGLK",1991-09-15,415.72,"M"
"BOGLK",1991-09-16,415.72,"M"
"BOGLK",1991-09-17,415.73,"M"
"BOGLK",1991-09-18,415.73,"M"
"BOGLK",1991-09-19,415.73,"M"
"BOGLK",1991-09-20,415.72,"M"
"BOGLK",1991-09-21,415.71,"M"
"BOGLK",1991-09-22,415.72,"M"
"BOGLK",1991-09-23,415.72,"M"
"BOGLK",1991-09-24,415.71,"M"
"BOGLK",1991-09-25,415.73,"M"
"BOGLK",1991-09-26,415.72,"M"
"BOGLK",1991-09-27,415.71,"M"
"BOGLK",1991-09-28,415.7,"M"
"BOGLK",1991-09-29,415.71,"M"
"BOGLK",1991-09-30,415.71,"M"
"BOGLK",1991-10-01,415.7,"M"
"BOGLK",1991-10-02,415.7,"M"
"BOGLK",1991-10-03,415.7,"M"
"BOGLK",1991-10-04,415.7,"M"
"BOGLK",1991-10-05,415.71,"M"
"BOGLK",1991-10-06,415.71,"M"
"BOGLK",1991-10-07,415.71,"M"
"BOGLK",1991-10-08,415.7,"M"
"BOGLK",1991-10-09,415.7,"M"
"BOGLK",1991-10-10,415.69,"M"
"BOGLK",1991-10-11,415.69,"M"
"BOGLK",1991-10-12,415.68,"M"
"BOGLK",1991-10-13,415.7,"M"
"BOGLK",1991-10-14,415.71,"M"
"BOGLK",1991-10-15,415.71,"M"
"BOGLK",1991-10-16,415.7,"M"
"BOGLK",1991-10-17,415.69,"M"
"BOGLK",1991-10-18,415.68,"M"
"BOGLK",1991-10-19,415.7,"M"
"BOGLK",1991-10-20,415.7,"M"
"BOGLK",1991-10-21,415.7,"M"
"BOGLK",1991-10-22,415.7,"M"
"BOGLK",1991-10-23,415.69,"M"
"BOGLK",1991-10-24,415.69,"M"
"BOGLK",1991-10-25,415.68,"M"
"BOGLK",1991-10-26,415.68,"M"
"BOGLK",1991-10-27,415.67,"M"
"BOGLK",1991-10-28,415.73,"M"
"BOGLK",1991-10-29,415.72,"M"
"BOGLK",1991-10-30,415.72,"M"
"BOGLK",1991-10-31,415.71,"M"
"BOGLK",1991-11-01,415.71,"M"
"BOGLK",1991-11-02,415.72,"M"
"BOGLK",1991-11-03,415.72,"M"
"BOGLK",1991-11-04,415.72,"M"
"BOGLK",1991-11-05,415.73,"M"
"BOGLK",1991-11-06,415.72,"M"
"BOGLK",1991-11-07,415.72,"M"
"BOGLK",1991-11-08,415.72,"M"
"BOGLK",1991-11-09,415.72,"M"
"BOGLK",1991-11-10,415.72,"M"
"BOGLK",1991-11-11,415.72,"M"
"BOGLK",1991-11-12,415.72,"M"
"BOGLK",1991-11-13,415.73,"M"
"BOGLK",1991-11-14,415.73,"M"
"BOGLK",1991-11-15,415.73,"M"
"BOGLK",1991-11-16,415.73,"M"
"BOGLK",1991-11-17,415.74,"M"
"BOGLK",1991-11-18,415.77,"M"
"BOGLK",1991-11-19,415.78,"M"
"BOGLK",1991-11-20,415.79,"M"
"BOGLK",1991-11-21,415.79,"M"
"BOGLK",1991-11-22,415.78,"M"
"BOGLK",1991-11-23,415.78,"M"
"BOGLK",1991-11-24,415.77,"M"
"BOGLK",1991-11-25,415.77,"M"
"BOGLK",1991-11-26,415.77,"M"
"BOGLK",1991-11-27,415.77,"E"
"BOGLK",1991-11-28,415.76,"E"
"BOGLK",1991-11-29,415.76,"E"
"BOGLK",1991-11-30,415.76,"E"
"BOGLK",1991-12-01,415.76,"E"
"BOGLK",1991-12-02,415.76,"E"
"BOGLK",1991-12-03,415.75,"E"
"BOGLK",1991-12-04,415.75,"E"
"BOGLK",1991-12-05,415.75,"E"
"BOGLK",1991-12-06,415.75,"E"
"BOGLK",1991-12-07,415.75,"E"
"BOGLK",1991-12-08,415.75,"E"
"BOGLK",1991-12-09,415.74,"E"
"BOGLK",1991-12-10,415.75,"E"
"BOGLK",1991-12-11,415.75,"E"
"BOGLK",1991-12-12,415.75,"E"
"BOGLK",1991-12-13,415.75,"E"
"BOGLK",1991-12-14,415.75,"E"
"BOGLK",1991-12-15,415.75,"E"
"BOGLK",1991-12-16,415.75,"E"
"BOGLK",1991-12-17,415.75,"E"
"BOGLK",1991-12-18,415.75,"E"
"BOGLK",1991-12-19,415.74,"E"
"BOGLK",1991-12-20,415.74,"E"
"BOGLK",1991-12-21,415.74,"E"
"BOGLK",1991-12-22,415.74,"E"
"BOGLK",1991-12-23,415.74,"E"
"BOGLK",1991-12-24,415.74,"E"
"BOGLK",1991-12-25,415.74,"E"
"BOGLK",1991-12-26,415.74,"E"
"BOGLK",1991-12-27,415.74,"E"
"BOGLK",1991-12-28,415.74,"E"
"BOGLK",1991-12-29,415.74,"E"
"BOGLK",1991-12-30,415.74,"E"
"BOGLK",1991-12-31,415.74,"E"
"BOGLK",1992-01-01,415.74,"E"
"BOGLK",1992-01-02,415.74,"E"
"BOGLK",1992-01-03,415.74,"E"
"BOGLK",1992-01-04,415.74,"E"
"BOGLK",1992-01-05,415.74,"E"
"BOGLK",1992-01-06,415.74,"E"
"BOGLK",1992-01-07,415.74,"E"
"BOGLK",1992-01-08,415.74,"E"
"BOGLK",1992-01-09,415.74,"E"
"BOGLK",1992-01-10,415.74,"E"
"BOGLK",1992-01-11,415.73,"E"
"BOGLK",1992-01-12,415.73,"E"
"BOGLK",1992-01-13,415.73,"E"
"BOGLK",1992-01-14,415.73,"E"
"BOGLK",1992-01-15,415.73,"E"
"BOGLK",1992-01-16,415.72,"E"
"BOGLK",1992-01-17,415.72,"E"
"BOGLK",1992-01-18,415.72,"E"
"BOGLK",1992-01-19,415.71,"E"
"BOGLK",1992-01-20,415.71,"E"
"BOGLK",1992-01-21,415.71,"E"
"BOGLK",1992-01-22,415.7,"E"
"BOGLK",1992-01-23,415.7,"E"
"BOGLK",1992-01-24,415.7,"E"
"BOGLK",1992-01-25,415.7,"E"
"BOGLK",1992-01-26,415.69,"E"
"BOGLK",1992-01-27,415.69,"E"
"BOGLK",1992-01-28,415.69,"E"
"BOGLK",1992-01-29,415.68,"E"
"BOGLK",1992-01-30,415.68,"E"
"BOGLK",1992-01-31,415.68,"E"
"BOGLK",1992-02-01,415.68,"E"
"BOGLK",1992-02-02,415.68,"E"
"BOGLK",1992-02-03,415.68,"E"
"BOGLK",1992-02-04,415.67,"E"
"BOGLK",1992-02-05,415.67,"E"
"BOGLK",1992-02-06,415.67,"E"
"BOGLK",1992-02-07,415.67,"E"
"BOGLK",1992-02-08,415.67,"E"
"BOGLK",1992-02-09,415.67,"E"
"BOGLK",1992-02-10,415.67,"E"
"BOGLK",1992-02-11,415.67,"E"
"BOGLK",1992-02-12,415.67,"E"
"BOGLK",1992-02-13,415.66,"E"
"BOGLK",1992-02-14,415.66,"E"
"BOGLK",1992-02-15,415.66,"E"
"BOGLK",1992-02-16,415.66,"E"
"BOGLK",1992-02-17,415.66,"E"
"BOGLK",1992-02-18,415.66,"E"
"BOGLK",1992-02-19,415.66,"E"
"BOGLK",1992-02-20,415.66,"E"
"BOGLK",1992-02-21,415.66,"E"
"BOGLK",1992-02-22,415.66,"E"
"BOGLK",1992-02-23,415.66,"E"
"BOGLK",1992-02-24,415.66,"E"
"BOGLK",1992-02-25,415.66,"E"
"BOGLK",1992-02-26,415.66,"E"
"BOGLK",1992-02-27,415.66,"E"
"BOGLK",1992-02-28,415.65,"E"
"BOGLK",1992-02-29,415.65,"E"
"BOGLK",1992-03-01,415.65,"E"
"BOGLK",1992-03-02,415.65,"E"
"BOGLK",1992-03-03,415.64,"E"
"BOGLK",1992-03-04,415.64,"E"
"BOGLK",1992-03-05,415.67,"E"
"BOGLK",1992-03-06,415.72,"E"
"BOGLK",1992-03-07,415.75,"E"
"BOGLK",1992-03-08,415.75,"E"
"BOGLK",1992-03-09,415.75,"E"
"BOGLK",1992-03-10,415.75,"E"
"BOGLK",1992-03-11,415.75,"E"
"BOGLK",1992-03-12,415.74,"E"
"BOGLK",1992-03-13,415.74,"E"
"BOGLK",1992-03-14,415.74,"E"
"BOGLK",1992-03-15,415.73,"E"
"BOGLK",1992-03-16,415.74,"E"
"BOGLK",1992-03-17,415.73,"E"
"BOGLK",1992-03-18,415.74,"E"
"BOGLK",1992-03-19,415.74,"E"
"BOGLK",1992-03-20,415.74,"E"
"BOGLK",1992-03-21,415.74,"E"
"BOGLK",1992-03-22,415.75,"E"
"BOGLK",1992-03-23,415.76,"E"
"BOGLK",1992-03-24,415.77,"E"
"BOGLK",1992-03-25,415.77,"E"
"BOGLK",1992-03-26,415.78,"E"
"BOGLK",1992-03-27,415.78,"E"
"BOGLK",1992-03-28,415.79,"E"
"BOGLK",1992-03-29,415.79,"E"
"BOGLK",1992-03-30,415.8,"E"
"BOGLK",1992-03-31,415.8,"E"
"BOGLK",1992-04-01,415.81,"E"
"BOGLK",1992-04-02,415.81,"E"
"BOGLK",1992-04-03,415.81,"E"
"BOGLK",1992-04-04,415.81,"E"
"BOGLK",1992-04-05,415.82,"E"
"BOGLK",1992-04-06,415.82,"E"
"BOGLK",1992-04-07,415.82,"M"
"BOGLK",1992-04-08,415.82,"M"
"BOGLK",1992-04-09,415.82,"M"
"BOGLK",1992-04-10,415.81,"M"
"BOGLK",1992-04-11,415.81,"M"
"BOGLK",1992-04-12,415.81,"M"
"BOGLK",1992-04-13,415.81,"M"
